condition,model_id,partner_framing,n_episodes,n_valid,vrr,mean_sent,sd_sent,median_sent,min_sent,max_sent
gpt-5-nano_baseline,openai/gpt-5-nano,baseline,4,4,1.000,3.75,4.35,2.5,0.0,10.0
