run_id,run_path,paper_id,experiment_name,game_ids,game_names,model_ids,total_models,total_episodes,mode,created_at,config_path,git_commit,notes
20260120_025050,results/arxiv_2402.04559/xie_trust_game_replication/run_20260120_025050,arxiv_2402.04559,xie_trust_game_replication,2,Trust_Game,google/gemini-2.0-flash-001;google/gemini-2.5-flash-lite;meta-llama/llama-3-8b-instruct;meta-llama/llama-3.3-70b-instruct;openai/gpt-5-mini;openai/gpt-5-nano;openai/gpt-oss-120b;openai/gpt-oss-20b,8,424,merge,2026-01-20T16:20:56.931683,experiments/configs/xie_2402_04559/replication_baseline.yaml,9c2de95daef510ef4ba9b201936b77cead17912a,
